編號,地震時間,經度,緯度,深度,規模,震央位置
小區域,2014/11/23 下午 01:11:00,121.88,24.48,11,3.3,宜蘭縣政府南偏東方  30.4  公里 (位於宜蘭縣近海)
小區域,2014/11/23 上午 08:48:00,121.43,23.84,18.7,2.9,花蓮縣政府西南方  25.4  公里 (位於花蓮縣秀林鄉)
小區域,2014/11/22 下午 08:57:00,121.01,23.98,9.8,3.3,南投縣政府東偏北方  33.5  公里 (位於南投縣埔里鎮)
小區域,2014/11/22 下午 08:56:00,121.01,23.98,10.7,3.4,南投縣政府東偏北方  33.3  公里 (位於南投縣埔里鎮)
小區域,2014/11/22 上午 08:29:00,121.61,24.01,7.8,2.8,花蓮縣政府西北方  2.0  公里 (位於花蓮縣花蓮市)
小區域,2014/11/22 上午 08:05:00,120.75,23.55,6.4,3.2,雲林縣政府東南方  28.4  公里 (位於嘉義縣阿里山鄉)
小區域,2014/11/22 上午 02:37:00,121.67,24.08,30.6,3.7,花蓮縣政府北偏東方  11.5  公里 (位於花蓮縣近海)
小區域,2014/11/22 上午 02:19:00,121.58,23.69,8.2,2.7,花蓮縣政府南方  34.0  公里 (位於花蓮縣近海)
103142   ,2014/11/21 上午 11:29:00,120.01,20.71,71.3,5.8,高雄市政府南方  213.5  公里 (位於臺灣南部海域)
小區域,2014/11/21 上午 03:00:00,120.97,24.35,4.9,3.2,苗栗縣政府東南方  28.4  公里 (位於苗栗縣泰安鄉)
小區域,2014/11/20 下午 03:50:00,121.81,24.35,10.4,3,宜蘭縣政府南方  42.6  公里 (位於宜蘭縣近海)
103141   ,2014/11/20 上午 06:37:00,122.03,24.9,11.6,4.4,宜蘭縣政府東偏北方  33.0  公里 (位於臺灣東部海域)
103140   ,2014/11/20 上午 01:55:00,122.03,24.9,13.9,4,宜蘭縣政府東偏北方  32.5  公里 (位於臺灣東部海域)
小區域,2014/11/20 上午 01:47:00,122.05,24.92,13.2,4.5,宜蘭縣政府東偏北方  35.3  公里 (位於臺灣東部海域)
103139   ,2014/11/20 上午 01:46:00,122.06,24.9,13.9,5.2,宜蘭縣政府東偏北方  35.4  公里 (位於臺灣東部海域)
小區域,2014/11/19 下午 01:18:00,121.06,24.73,14.2,2.6,新竹縣政府南偏東方  12.3  公里 (位於新竹縣北埔鄉)
103138   ,2014/11/18 下午 07:15:00,121.55,23.68,7.6,3.2,花蓮縣政府南偏西方  35.1  公里 (位於花蓮縣近海)
小區域,2014/11/18 上午 07:22:00,121.55,25.16,2.5,2.8,臺北市政府北方  14.0  公里 (位於臺北市士林區)
103137   ,2014/11/17 上午 10:58:00,121.48,23.95,17.7,3.3,花蓮縣政府西偏南方  15.6  公里 (位於花蓮縣秀林鄉)
小區域,2014/11/17 上午 03:34:00,121.4,23.75,19.1,3.1,花蓮縣政府西南方  35.1  公里 (位於花蓮縣萬榮鄉)
103136   ,2014/11/16 下午 09:37:00,121.58,23.69,6.5,2.7,花蓮縣政府南方  33.3  公里 (位於花蓮縣近海)
小區域,2014/11/16 下午 09:28:00,121.3,23.72,16,2.6,花蓮縣政府西南方  44.6  公里 (位於花蓮縣萬榮鄉)
103135   ,2014/11/16 下午 09:28:00,121.58,23.69,4.1,2.5,花蓮縣政府南方  33.5  公里 (位於花蓮縣近海)
103134   ,2014/11/16 下午 06:44:00,120.34,23.12,15.5,3.3,臺南市政府東北方  21.2  公里 (位於臺南市山上區)
小區域,2014/11/16 上午 02:56:00,121.3,23.76,8.2,3.2,花蓮縣政府西南方  41.2  公里 (位於花蓮縣萬榮鄉)
小區域,2014/11/16 上午 12:01:00,121.91,22.61,31.4,3.5,臺東縣政府東方  79.9  公里 (位於臺灣東部海域)
103133   ,2014/11/15 下午 11:56:00,121.43,23.7,12,3.7,花蓮縣政府南偏西方  37.7  公里 (位於花蓮縣鳳林鎮)
103132   ,2014/11/15 下午 02:31:00,121,24.09,27.1,4,臺中市政府東方  33.3  公里 (位於南投縣仁愛鄉)
小區域,2014/11/15 上午 06:11:00,120.38,23.25,9.1,3.2,嘉義縣政府南偏東方  24.7  公里 (位於臺南市柳營區)
小區域,2014/11/15 上午 04:23:00,120.41,23.53,6.8,2.7,嘉義市政府西北方  7.4  公里 (位於嘉義縣民雄鄉)
103131   ,2014/11/12 下午 08:46:00,120.74,23.55,6.4,3.5,雲林縣政府東南方  27.8  公里 (位於嘉義縣阿里山鄉)
小區域,2014/11/12 下午 02:17:00,121.81,24.74,9.9,3,宜蘭縣政府東方  5.0  公里 (位於宜蘭縣壯圍鄉)
小區域,2014/11/12 上午 10:16:00,121.92,22.91,35.7,4.4,臺東縣政府東偏北方  80.6  公里 (位於臺灣東部海域)
小區域,2014/11/11 下午 11:07:00,121.59,23.98,7.6,2.2,花蓮縣政府西偏南方  3.5  公里 (位於花蓮縣花蓮市)
小區域,2014/11/11 上午 05:34:00,121.42,24.3,4.9,3.6,花蓮縣政府北偏西方  40.5  公里 (位於花蓮縣秀林鄉)
小區域,2014/11/9 下午 03:40:00,120.89,22.76,5.2,3.5,臺東縣政府西方  26.9  公里 (位於臺東縣卑南鄉)
小區域,2014/11/8 上午 09:32:00,121.83,24.44,12.8,2.4,宜蘭縣政府南偏東方  33.3  公里 (位於宜蘭縣近海)
小區域,2014/11/8 上午 08:19:00,121.47,23.89,15.2,2.2,花蓮縣政府西偏南方  19.2  公里 (位於花蓮縣秀林鄉)
小區域,2014/11/7 下午 11:02:00,120.88,22.74,13,3.2,臺東縣政府西方  27.8  公里 (位於屏東縣霧台鄉)
小區域,2014/11/6 下午 02:42:00,121.36,23,18.7,3.3,臺東縣政府東北方  34.8  公里 (位於臺東縣近海)
小區域,2014/11/6 下午 02:05:00,121.42,23.73,17.3,3.4,花蓮縣政府西南方  34.9  公里 (位於花蓮縣萬榮鄉)
小區域,2014/11/4 下午 06:43:00,121.61,24.01,7.6,2.5,花蓮縣政府西北方  2.7  公里 (位於花蓮縣花蓮市)
103130   ,2014/11/4 下午 06:26:00,120.25,23.21,17.1,3.1,臺南市政府北偏東方  25.1  公里 (位於臺南市下營區)
小區域,2014/11/4 上午 11:20:00,121.34,23.04,19.7,3.9,臺東縣政府東北方  36.8  公里 (位於臺東縣近海)
小區域,2014/11/4 上午 11:07:00,121.62,24,21.3,2.8,花蓮縣政府北方  .9  公里 (位於花蓮縣花蓮市)
小區域,2014/11/4 上午 07:11:00,121.63,23.99,22.6,3.6,花蓮縣政府東偏北方  1.0  公里 (位於花蓮縣近海)
103129   ,2014/11/1 下午 01:44:00,121.4,23.68,18.1,4.3,花蓮縣政府西南方  40.7  公里 (位於花蓮縣光復鄉)
小區域,2014/10/31 下午 07:46:00,122.17,23.92,37.2,4.2,花蓮縣政府東方  56.8  公里 (位於臺灣東部海域)
小區域,2014/10/31 下午 07:27:00,121.48,23.92,17.2,2.6,花蓮縣政府西偏南方  15.9  公里 (位於花蓮縣秀林鄉)
小區域,2014/10/30 上午 05:25:00,121.77,24.32,9.8,2.8,花蓮縣政府北偏東方  39.9  公里 (位於宜蘭縣近海)
103128   ,2014/10/29 上午 07:16:00,120.32,23.28,9.4,4.3,嘉義縣政府南方  19.8  公里 (位於臺南市柳營區)
小區域,2014/10/28 下午 05:11:00,120.86,24.37,4.7,3.3,苗栗縣政府南方  22.1  公里 (位於苗栗縣大湖鄉)
小區域,2014/10/26 下午 10:29:00,121.48,23.93,12.7,2.9,花蓮縣政府西偏南方  16.1  公里 (位於花蓮縣秀林鄉)
103127   ,2014/10/26 下午 12:47:00,122.18,24.73,86,5,宜蘭縣政府東方  42.5  公里 (位於臺灣東部海域)
小區域,2014/10/25 上午 02:13:00,121.91,24.18,26.9,4.1,花蓮縣政府東北方  36.3  公里 (位於臺灣東部海域)
小區域,2014/10/24 下午 03:28:00,121.49,23.81,8.3,2.7,花蓮縣政府西南方  24.3  公里 (位於花蓮縣壽豐鄉)
小區域,2014/10/24 上午 01:21:00,121.48,23.8,8.6,2.5,花蓮縣政府西南方  25.3  公里 (位於花蓮縣鳳林鎮)
小區域,2014/10/23 上午 10:48:00,120.57,23.53,11.3,2.5,嘉義市政府東偏北方  12.6  公里 (位於嘉義縣竹崎鄉)
103126   ,2014/10/23 上午 08:53:00,120.74,23.66,20.6,4,雲林縣政府東方  21.9  公里 (位於南投縣竹山鎮)
小區域,2014/10/22 上午 02:57:00,121.97,24.47,20.4,3,宜蘭縣政府東南方  35.9  公里 (位於臺灣東部海域)
小區域,2014/10/21 上午 07:40:00,120.87,22.74,7.9,3.4,臺東縣政府西方  28.9  公里 (位於屏東縣霧台鄉)
小區域,2014/10/21 上午 05:16:00,120.48,23.23,12.2,3.4,嘉義市政府南方  28.2  公里 (位於臺南市東山區)
小區域,2014/10/20 下午 05:49:00,121.62,24.28,47.5,4,花蓮縣政府北方  31.8  公里 (位於花蓮縣秀林鄉)
小區域,2014/10/19 下午 05:50:00,121.02,24.7,6,2.9,新竹市政府南偏東方  12.4  公里 (位於新竹縣峨眉鄉)
小區域,2014/10/18 下午 08:57:00,120.28,23.45,5.5,3.5,嘉義縣政府西偏南方  1.8  公里 (位於嘉義縣朴子市)
小區域,2014/10/18 上午 10:15:00,121.59,23.83,26.8,3.1,花蓮縣政府南偏西方  18.1  公里 (位於花蓮縣近海)
小區域,2014/10/17 上午 07:39:00,121.79,24.32,12.9,2.7,花蓮縣政府北偏東方  40.7  公里 (位於宜蘭縣近海)
小區域,2014/10/17 上午 04:30:00,121.73,24.29,18.8,3,花蓮縣政府北偏東方  34.8  公里 (位於花蓮縣秀林鄉)
小區域,2014/10/16 下午 09:56:00,121.73,24.29,18.4,3,花蓮縣政府北偏東方  35.0  公里 (位於花蓮縣秀林鄉)
小區域,2014/10/16 下午 01:40:00,121.78,24.4,11.8,2.4,宜蘭縣政府南方  37.0  公里 (位於宜蘭縣南澳鄉)
小區域,2014/10/16 上午 08:46:00,121.76,24.39,7.3,2.5,宜蘭縣政府南方  37.5  公里 (位於宜蘭縣南澳鄉)
小區域,2014/10/16 上午 06:12:00,121.44,23.83,20.1,2.9,花蓮縣政府西南方  25.7  公里 (位於花蓮縣秀林鄉)
小區域,2014/10/15 下午 04:55:00,121.42,24.42,5.7,2.7,宜蘭縣政府西南方  49.5  公里 (位於宜蘭縣大同鄉)
小區域,2014/10/15 下午 04:45:00,121.42,24.43,8.8,2.5,宜蘭縣政府西南方  48.3  公里 (位於宜蘭縣大同鄉)
小區域,2014/10/14 下午 06:40:00,121.82,24.41,9.5,2.7,宜蘭縣政府南方  36.1  公里 (位於宜蘭縣近海)
小區域,2014/10/14 下午 05:16:00,121.6,23.96,6,2.7,花蓮縣政府西南方  4.7  公里 (位於花蓮縣吉安鄉)
小區域,2014/10/13 下午 03:03:00,120.87,22.75,6.5,3.4,臺東縣政府西方  28.5  公里 (位於屏東縣霧台鄉)
103125   ,2014/10/13 上午 10:53:00,120.37,22.41,30.1,3.5,高雄市政府南偏東方  24.2  公里 (位於屏東縣近海)
103124   ,2014/10/12 下午 11:53:00,120.31,22.42,25.3,3.4,高雄市政府南方  21.9  公里 (位於臺灣西部海域)
小區域,2014/10/11 下午 12:18:00,121.55,23.53,29.5,4,花蓮縣政府南方  51.1  公里 (位於花蓮縣近海)
小區域,2014/10/10 下午 10:34:00,121.62,24.31,21.8,3.2,花蓮縣政府北方  35.1  公里 (位於花蓮縣秀林鄉)
103123   ,2014/10/10 下午 07:43:00,121.81,24.37,19,3.5,宜蘭縣政府南方  40.2  公里 (位於宜蘭縣近海)
小區域,2014/10/10 上午 04:24:00,121.49,24,19,2.8,花蓮縣政府西方  12.9  公里 (位於花蓮縣秀林鄉)
小區域,2014/10/9 下午 07:47:00,120.71,23.93,23,2.6,南投縣政府東北方  3.2  公里 (位於南投縣南投市)
小區域,2014/10/9 下午 04:01:00,121.64,24.04,9.2,2.8,花蓮縣政府北偏東方  5.5  公里 (位於花蓮縣近海)
小區域,2014/10/9 上午 05:23:00,121.64,23.64,34.3,3.9,花蓮縣政府南方  38.6  公里 (位於臺灣東部海域)
103122   ,2014/10/9 上午 12:22:00,121.92,24.41,19.7,3.8,宜蘭縣政府南偏東方  39.0  公里 (位於臺灣東部海域)
103121   ,2014/10/8 上午 02:08:00,121.58,23.64,33.4,5.2,花蓮縣政府南方  39.3  公里 (位於花蓮縣近海)
小區域,2014/10/6 上午 05:45:00,121.47,23.7,7,2.6,花蓮縣政府南偏西方  35.9  公里 (位於花蓮縣鳳林鎮)
小區域,2014/10/5 上午 10:19:00,121.65,23.89,40.6,3.8,花蓮縣政府南偏東方  12.0  公里 (位於花蓮縣近海)
小區域,2014/10/4 下午 09:42:00,121.58,23.5,37,4.3,花蓮縣政府南方  55.0  公里 (位於花蓮縣近海)
小區域,2014/10/3 下午 11:31:00,121.15,24.24,2.9,2.4,臺中市政府東偏北方  48.9  公里 (位於臺中市和平區)
小區域,2014/9/30 上午 12:44:00,121.28,21.56,48.8,4.6,臺東縣政府南方  132.9  公里 (位於臺灣南部海域)
小區域,2014/9/30 上午 12:11:00,121.49,23.78,11.5,2.9,花蓮縣政府南偏西方  26.5  公里 (位於花蓮縣鳳林鎮)
小區域,2014/9/29 下午 10:29:00,121.77,24.33,5.7,2.8,花蓮縣政府北偏東方  40.9  公里 (位於宜蘭縣近海)
小區域,2014/9/29 下午 07:28:00,121.61,24.01,5.8,3,花蓮縣政府北偏西方  1.8  公里 (位於花蓮縣花蓮市)
103120   ,2014/9/29 下午 07:16:00,121.78,24.33,4.9,3.8,花蓮縣政府北偏東方  41.0  公里 (位於宜蘭縣近海)
小區域,2014/9/29 下午 07:01:00,121.59,24.01,4.1,2.8,花蓮縣政府西偏北方  3.9  公里 (位於花蓮縣花蓮市)
小區域,2014/9/29 下午 02:46:00,121.77,24.34,8.8,2,花蓮縣政府北偏東方  41.6  公里 (位於宜蘭縣近海)
103119   ,2014/9/29 下午 01:43:00,121.78,24.33,6.1,3.2,花蓮縣政府北偏東方  41.1  公里 (位於宜蘭縣近海)
小區域,2014/9/26 下午 10:05:00,121.79,24.34,7.8,2.5,花蓮縣政府北偏東方  42.1  公里 (位於宜蘭縣近海)
103118   ,2014/9/26 下午 07:44:00,121.5,23.9,30.7,4.4,花蓮縣政府西南方  15.9  公里 (位於花蓮縣壽豐鄉)
103117   ,2014/9/26 下午 05:26:00,121.79,24.34,8.5,2.9,花蓮縣政府北偏東方  41.9  公里 (位於宜蘭縣近海)
小區域,2014/9/26 上午 10:32:00,121.48,23.92,15.9,2.6,花蓮縣政府西偏南方  16.8  公里 (位於花蓮縣秀林鄉)
小區域,2014/9/26 上午 05:49:00,121.78,24.56,50,4.2,宜蘭縣政府南方  19.0  公里 (位於宜蘭縣南澳鄉)
小區域,2014/9/25 下午 11:35:00,121.26,22.79,17.7,3,臺東縣政府東偏北方  11.6  公里 (位於臺東縣近海)
小區域,2014/9/25 下午 09:01:00,121.26,22.76,20.4,3.3,臺東縣政府東方  11.2  公里 (位於臺東縣近海)
103116   ,2014/9/25 下午 07:24:00,120.73,24.5,23.4,3.6,苗栗縣政府西南方  11.9  公里 (位於苗栗縣通霄鎮)
小區域,2014/9/25 下午 06:40:00,121.26,22.79,17.7,3.5,臺東縣政府東偏北方  11.8  公里 (位於臺東縣近海)
103115   ,2014/9/25 下午 06:35:00,121.27,22.79,18,5.3,臺東縣政府東偏北方  12.6  公里 (位於臺東縣近海)
小區域,2014/9/25 下午 06:21:00,121.78,24.34,7.4,2.4,花蓮縣政府北偏東方  42.3  公里 (位於宜蘭縣近海)
小區域,2014/9/25 下午 03:32:00,121.83,24.3,15.8,2.7,花蓮縣政府東北方  40.6  公里 (位於花蓮縣近海)
小區域,2014/9/25 上午 09:18:00,120.49,23.52,12.4,3.3,嘉義市政府東北方  5.8  公里 (位於嘉義縣竹崎鄉)
103114   ,2014/9/24 下午 07:11:00,121.78,24.33,7.5,3,花蓮縣政府北偏東方  41.4  公里 (位於宜蘭縣近海)
103113   ,2014/9/24 上午 09:01:00,121.79,24.34,8.4,4.1,花蓮縣政府北偏東方  41.8  公里 (位於宜蘭縣近海)
小區域,2014/9/22 下午 06:14:00,121.19,23.13,16.8,3,臺東縣政府北方  42.1  公里 (位於臺東縣池上鄉)
小區域,2014/9/22 上午 03:52:00,121.9,24.4,16.3,3,宜蘭縣政府南偏東方  39.2  公里 (位於臺灣東部海域)
103112   ,2014/9/21 上午 05:14:00,121.56,23.59,31.5,5,花蓮縣政府南方  44.5  公里 (位於花蓮縣近海)
小區域,2014/9/19 下午 10:36:00,120.59,23.25,12.8,2.7,嘉義市政府南偏東方  29.4  公里 (位於嘉義縣大埔鄉)
小區域,2014/9/18 上午 01:37:00,120.78,23.05,3.4,3.4,臺東縣政府西北方  49.7  公里 (位於高雄市桃源區)
小區域,2014/9/17 下午 06:41:00,121.18,24.26,11.2,3.7,苗栗縣政府東南方  49.2  公里 (位於臺中市和平區)
小區域,2014/9/16 上午 12:10:00,121.57,23.2,38.2,3.8,臺東縣政府東北方  65.7  公里 (位於臺灣東部海域)
小區域,2014/9/15 上午 01:37:00,121.69,24.06,7.9,3.7,花蓮縣政府東北方  10.9  公里 (位於花蓮縣近海)
小區域,2014/9/14 下午 10:52:00,121.7,24.06,10.1,3.6,花蓮縣政府東北方  10.8  公里 (位於花蓮縣近海)
小區域,2014/9/13 下午 06:36:00,121.82,24.25,12.6,3.3,花蓮縣政府東北方  35.2  公里 (位於花蓮縣近海)
小區域,2014/9/13 下午 03:24:00,120.9,22.81,3.5,3.4,臺東縣政府西偏北方  26.1  公里 (位於臺東縣延平鄉)
小區域,2014/9/12 上午 09:58:00,120.54,23.62,12,3,雲林縣政府南偏東方  8.8  公里 (位於雲林縣古坑鄉)
小區域,2014/9/12 上午 08:35:00,121.93,24.36,35.3,3.8,宜蘭縣政府南偏東方  44.6  公里 (位於臺灣東部海域)
小區域,2014/9/10 下午 10:25:00,121.56,24.13,17.5,2.8,花蓮縣政府北偏西方  16.8  公里 (位於花蓮縣秀林鄉)
103111   ,2014/9/10 下午 01:12:00,122.06,24.34,19.5,4.7,宜蘭縣政府東南方  53.3  公里 (位於臺灣東部海域)
小區域,2014/9/9 上午 05:03:00,121.78,24.39,10.7,2.3,宜蘭縣政府南方  37.5  公里 (位於宜蘭縣南澳鄉)
小區域,2014/9/6 下午 03:43:00,121.78,24.4,9.9,2.7,宜蘭縣政府南方  36.5  公里 (位於宜蘭縣南澳鄉)
小區域,2014/9/6 下午 02:39:00,121.78,24.41,10.2,2.8,宜蘭縣政府南方  35.8  公里 (位於宜蘭縣南澳鄉)
小區域,2014/9/5 下午 11:18:00,121.84,23.64,24,4.4,花蓮縣政府南偏東方  44.6  公里 (位於臺灣東部海域)
103110   ,2014/9/5 下午 08:10:00,121.56,23.99,12.9,3.9,花蓮縣政府西方  6.1  公里 (位於花蓮縣吉安鄉)
小區域,2014/9/5 下午 05:31:00,121.78,24.4,10,2.5,宜蘭縣政府南方  36.5  公里 (位於宜蘭縣南澳鄉)
103109   ,2014/9/4 下午 06:15:00,120.54,23.18,9.7,3.8,嘉義市政府南偏東方  34.8  公里 (位於臺南市楠西區)
小區域,2014/9/4 上午 09:22:00,121.38,23.63,19.9,3.7,花蓮縣政府西南方  46.7  公里 (位於花蓮縣光復鄉)
小區域,2014/9/3 上午 02:34:00,121.92,24.35,35.8,3.8,宜蘭縣政府南偏東方  45.0  公里 (位於臺灣東部海域)
小區域,2014/9/2 上午 04:18:00,121.75,24.25,13.8,3,花蓮縣政府北偏東方  32.0  公里 (位於花蓮縣近海)
小區域,2014/8/30 下午 03:44:00,121.38,23.26,18.3,3.7,臺東縣政府北偏東方  60.2  公里 (位於臺東縣長濱鄉)
小區域,2014/8/27 下午 08:17:00,121.82,24.34,10.8,2.6,宜蘭縣政府南方  43.2  公里 (位於宜蘭縣近海)
103108   ,2014/8/27 上午 11:01:00,120.84,23.18,5.9,3.1,嘉義市政府東南方  51.9  公里 (位於高雄市桃源區)
小區域,2014/8/27 上午 08:21:00,120.84,23.18,5.9,3.5,嘉義市政府東南方  51.5  公里 (位於高雄市桃源區)
小區域,2014/8/27 上午 02:33:00,121.16,23.09,15.5,3.1,臺東縣政府北方  37.6  公里 (位於臺東縣海端鄉)
小區域,2014/8/26 下午 10:47:00,121.61,23.97,7.8,2.2,花蓮縣政府南偏西方  2.5  公里 (位於花蓮縣近海)
小區域,2014/8/26 下午 09:19:00,120.7,23.59,14.6,2.9,雲林縣政府東偏南方  21.8  公里 (位於雲林縣古坑鄉)
小區域,2014/8/26 上午 12:53:00,121.41,23.64,22,3.8,花蓮縣政府南偏西方  44.3  公里 (位於花蓮縣光復鄉)
小區域,2014/8/26 上午 12:05:00,121.94,24.49,20.1,3,宜蘭縣政府東南方  32.1  公里 (位於宜蘭縣近海)
小區域,2014/8/24 下午 10:25:00,120.85,23.17,5.4,2.4,嘉義市政府東南方  52.8  公里 (位於高雄市桃源區)
小區域,2014/8/24 下午 08:39:00,122.11,24.34,57.5,4,宜蘭縣政府東南方  56.2  公里 (位於臺灣東部海域)
小區域,2014/8/23 上午 02:24:00,121.78,24.41,20.9,2.9,宜蘭縣政府南方  35.8  公里 (位於宜蘭縣南澳鄉)
小區域,2014/8/22 下午 08:33:00,121.6,24,11.1,2.2,花蓮縣政府西偏北方  2.2  公里 (位於花蓮縣花蓮市)
小區域,2014/8/21 下午 06:41:00,121.91,24.5,11.3,3.2,宜蘭縣政府南偏東方  29.6  公里 (位於宜蘭縣近海)
103107   ,2014/8/21 下午 06:41:00,121.91,24.5,11.1,3.3,宜蘭縣政府南偏東方  29.6  公里 (位於宜蘭縣近海)
小區域,2014/8/21 下午 12:51:00,121.93,24.4,26.2,3.9,宜蘭縣政府南偏東方  40.0  公里 (位於臺灣東部海域)
小區域,2014/8/20 下午 10:10:00,121.91,24.5,11.2,2.7,宜蘭縣政府南偏東方  29.9  公里 (位於宜蘭縣近海)
小區域,2014/8/20 下午 05:59:00,121.48,23.93,16.2,2.7,花蓮縣政府西偏南方  16.0  公里 (位於花蓮縣秀林鄉)
小區域,2014/8/20 上午 05:58:00,121.62,24.02,5.8,2.9,花蓮縣政府北方  2.8  公里 (位於花蓮縣花蓮市)
小區域,2014/8/19 下午 01:43:00,121.93,24.39,18.5,3.1,宜蘭縣政府南偏東方  41.3  公里 (位於臺灣東部海域)
小區域,2014/8/19 下午 12:06:00,121.41,23.65,17.9,3.2,花蓮縣政府南偏西方  43.0  公里 (位於花蓮縣光復鄉)
小區域,2014/8/17 上午 10:44:00,122.29,24.88,12.9,3.8,宜蘭縣政府東偏北方  55.7  公里 (位於臺灣東部海域)
小區域,2014/8/17 上午 06:52:00,121.02,24.71,6.2,2.3,新竹市政府南偏東方  11.8  公里 (位於新竹縣峨眉鄉)
小區域,2014/8/16 上午 02:51:00,121.64,24.83,84,3.8,宜蘭縣政府西北方  17.1  公里 (位於新北市烏來區)
小區域,2014/8/15 上午 10:03:00,120.97,21.6,26.4,4.1,臺東縣政府南方  129.2  公里 (位於臺灣南部海域)
小區域,2014/8/15 上午 09:44:00,121.73,24.25,11.5,2.8,花蓮縣政府北偏東方  30.8  公里 (位於花蓮縣近海)
小區域,2014/8/15 上午 04:22:00,121.08,21.71,23.9,4.9,臺東縣政府南方  116.1  公里 (位於臺灣南部海域)
